Date,UserID,JobID,Event
2022-01-10 19:32:15,1171,15,detail_description
2022-01-10 19:34:23,1171,15,view_similar_positions
2022-01-10 19:40:18,99,16,summary
2022-01-10 19:42:15,105,370,summary
2022-01-10 19:42:57,99,16,detail_description
2022-01-10 19:45:02,105,370,detail_description
2022-01-10 19:45:23,99,16,view_employer_profile
2022-01-10 19:45:35,845,509,summary
2022-01-10 19:45:36,105,370,view_similar_positions
2022-01-10 19:46:34,845,509,detail_description
2022-01-10 19:48:40,845,509,view_similar_positions
2022-01-10 19:54:24,867,267,summary
2022-01-10 19:54:57,867,267,detail_description
2022-01-10 19:57:07,867,267,view_similar_positions
2022-01-10 19:57:50,469,476,summary
2022-01-10 19:59:45,469,476,detail_description
2022-01-10 20:00:33,469,476,view_employer_profile
2022-01-10 20:27:43,341,240,summary
2022-01-10 20:28:19,341,240,detail_description
2022-01-10 20:46:32,409,66,summary
2022-01-10 20:48:55,409,66,detail_description
2022-01-10 20:49:27,409,66,view_similar_positions
2022-01-10 20:55:26,960,258,summary
2022-01-10 20:57:44,960,258,detail_description
2022-01-10 20:59:45,992,363,summary
2022-01-10 21:00:34,915,437,summary
2022-01-10 21:00:43,915,437,detail_description
2022-01-10 21:01:02,299,452,summary
2022-01-10 21:01:17,915,437,view_similar_positions
2022-01-10 21:01:40,299,452,detail_description
2022-01-10 21:01:58,992,363,detail_description
2022-01-10 21:02:58,299,452,view_similar_positions
2022-01-10 21:03:13,992,363,view_similar_positions
2022-01-10 21:14:27,1199,206,summary
2022-01-10 21:15:12,1199,206,detail_description
2022-01-10 21:22:34,70,107,summary
2022-01-10 21:25:17,70,107,detail_description
2022-01-10 21:34:34,417,578,summary
2022-01-10 21:35:27,417,578,detail_description
2022-01-10 21:37:26,417,578,view_employer_profile
2022-01-10 21:39:37,417,578,view_similar_positions
2022-01-10 21:40:21,147,203,summary
2022-01-10 21:40:59,147,203,detail_description
2022-01-10 21:43:47,147,203,view_similar_positions
2022-01-10 21:50:13,1070,358,summary
2022-01-10 21:52:14,1070,358,detail_description
2022-01-10 21:54:49,1070,358,view_similar_positions
2022-01-10 21:55:32,1794,279,summary
2022-01-10 21:56:38,1794,279,detail_description
2022-01-10 21:59:38,1794,279,view_similar_positions
2022-01-10 22:02:47,52,437,summary
2022-01-10 22:04:22,52,437,detail_description
2022-01-10 22:11:06,374,80,summary
2022-01-10 22:12:49,374,80,detail_description
2022-01-10 22:16:29,474,53,summary
2022-01-10 22:17:40,1500,377,summary
2022-01-10 22:18:18,474,53,detail_description
2022-01-10 22:19:18,1500,377,detail_description
2022-01-10 22:52:15,550,147,summary
2022-01-10 22:54:43,550,147,detail_description
2022-01-10 23:03:26,513,60,summary
2022-01-10 23:06:02,513,60,detail_description
2022-01-10 23:15:28,1711,130,summary
2022-01-10 23:18:25,1711,130,detail_description
2022-01-10 23:19:27,1711,130,view_employer_profile
2022-01-10 23:22:18,1711,130,view_similar_positions
2022-01-10 23:48:20,255,543,summary
2022-01-10 23:51:00,734,77,summary
2022-01-10 23:51:04,255,543,detail_description
2022-01-10 23:52:41,734,77,detail_description
2022-01-10 23:54:40,734,77,view_similar_positions
2022-01-11 00:12:16,907,201,summary
2022-01-11 00:13:11,907,201,detail_description
2022-01-11 00:25:59,1269,513,summary
2022-01-11 00:27:51,1269,513,detail_description
2022-01-11 00:30:16,826,37,summary
2022-01-11 00:30:38,826,37,detail_description
2022-01-11 00:30:56,826,37,view_employer_profile
2022-01-11 00:36:26,135,365,summary
2022-01-11 00:38:02,135,365,detail_description
2022-01-11 00:38:56,1416,480,summary
2022-01-11 00:40:59,962,426,summary
2022-01-11 00:41:39,1416,480,detail_description
2022-01-11 00:41:43,659,516,summary
2022-01-11 00:42:27,1416,480,view_employer_profile
2022-01-11 00:42:39,962,426,detail_description
2022-01-11 00:43:18,659,516,detail_description
2022-01-11 00:43:48,962,426,view_similar_positions
2022-01-11 00:52:32,1713,15,summary
2022-01-11 00:53:14,1713,15,detail_description
2022-01-11 00:54:02,1713,15,view_similar_positions
2022-01-11 00:55:04,570,251,summary
2022-01-11 00:55:33,570,251,detail_description
2022-01-11 00:56:47,1168,437,summary
2022-01-11 00:57:17,1168,437,detail_description
2022-01-11 00:57:53,570,251,view_employer_profile
2022-01-11 00:58:42,1168,437,view_employer_profile
2022-01-11 01:21:38,883,492,summary
2022-01-11 01:24:19,883,492,detail_description
2022-01-11 01:26:05,1794,15,summary
2022-01-11 01:28:24,1794,15,detail_description
2022-01-11 01:28:24,346,157,summary
2022-01-11 01:30:03,346,157,detail_description
2022-01-11 01:31:10,209,440,summary
2022-01-11 01:31:35,209,440,detail_description
2022-01-11 01:31:49,209,440,view_employer_profile
2022-01-11 01:32:49,346,157,view_employer_profile
2022-01-11 01:33:39,209,440,view_similar_positions
2022-01-11 01:40:18,58,133,summary
2022-01-11 01:44:05,713,449,summary
2022-01-11 01:47:05,713,449,detail_description
2022-01-11 01:51:22,226,363,summary
2022-01-11 01:52:16,226,363,detail_description
2022-01-11 01:53:55,226,363,view_employer_profile
2022-01-11 02:08:58,1433,533,summary
2022-01-11 02:11:30,200,179,summary
2022-01-11 02:11:34,1433,533,detail_description
2022-01-11 02:11:48,1061,205,summary
2022-01-11 02:12:46,1061,205,detail_description
2022-01-11 02:13:11,1433,533,view_similar_positions
2022-01-11 02:13:19,1061,205,view_similar_positions
2022-01-11 02:13:37,200,179,detail_description
2022-01-11 02:14:28,1196,114,summary
2022-01-11 02:15:26,1196,114,detail_description
2022-01-11 02:17:37,1196,114,view_similar_positions
2022-01-11 02:22:22,1640,288,summary
2022-01-11 02:23:34,478,543,summary
2022-01-11 02:24:17,1627,568,summary
2022-01-11 02:24:43,1627,568,detail_description
2022-01-11 02:24:54,1640,288,detail_description
2022-01-11 02:25:33,478,543,detail_description
2022-01-11 02:26:09,655,510,summary
2022-01-11 02:27:38,1640,288,view_employer_profile
2022-01-11 02:28:22,655,510,detail_description
2022-01-11 02:28:47,522,2,summary
2022-01-11 02:29:50,522,2,detail_description
2022-01-11 02:30:11,655,510,view_similar_positions
2022-01-11 02:30:43,522,2,view_employer_profile
2022-01-11 02:53:03,763,220,summary
2022-01-11 02:53:33,763,220,detail_description
2022-01-11 02:53:42,763,220,view_similar_positions
2022-01-11 03:20:20,894,399,summary
2022-01-11 03:22:51,894,399,detail_description
2022-01-11 03:36:13,1180,579,summary
2022-01-11 03:38:14,1180,579,detail_description
2022-01-11 03:38:46,1180,579,view_similar_positions
2022-01-11 03:53:04,1347,344,summary
2022-01-11 03:53:25,1347,344,detail_description
2022-01-11 04:05:37,1734,331,summary
2022-01-11 04:05:49,1734,331,detail_description
2022-01-11 04:07:52,1734,331,view_employer_profile
2022-01-11 04:14:01,884,54,summary
2022-01-11 04:15:04,884,54,detail_description
2022-01-11 04:20:05,135,515,summary
2022-01-11 04:20:47,135,515,detail_description
2022-01-11 04:20:59,135,515,view_similar_positions
2022-01-11 04:42:30,1086,22,summary
2022-01-11 04:44:58,1086,22,detail_description
2022-01-11 04:47:09,1086,22,view_employer_profile
2022-01-11 04:58:44,1304,365,summary
2022-01-11 05:00:11,1409,237,summary
2022-01-11 05:00:23,1304,365,detail_description
2022-01-11 05:02:11,1409,237,detail_description
2022-01-11 05:07:28,477,501,summary
2022-01-11 05:10:02,477,501,detail_description
2022-01-11 05:22:03,1536,359,summary
2022-01-11 05:23:13,1536,359,detail_description
2022-01-11 05:39:38,475,432,summary
2022-01-11 05:40:02,475,432,detail_description
2022-01-11 05:41:35,475,432,view_similar_positions
2022-01-11 05:53:19,991,146,summary
2022-01-11 05:55:56,991,146,detail_description
2022-01-11 05:58:18,991,146,view_similar_positions
2022-01-11 06:02:27,868,338,summary
2022-01-11 06:18:57,529,446,summary
2022-01-11 06:19:44,529,446,detail_description
2022-01-11 06:37:07,323,510,summary
2022-01-11 06:39:40,210,114,summary
2022-01-11 06:39:53,323,510,detail_description
2022-01-11 06:40:25,210,114,detail_description
2022-01-11 06:43:23,210,114,view_employer_profile
2022-01-11 06:46:12,1001,436,summary
2022-01-11 06:48:47,1001,436,detail_description
2022-01-11 07:22:13,1189,11,summary
2022-01-11 07:22:47,299,484,summary
2022-01-11 07:23:39,299,484,detail_description
2022-01-11 07:23:57,1189,11,detail_description
2022-01-11 07:24:43,1189,11,view_employer_profile
2022-01-11 08:46:47,955,487,summary
2022-01-11 08:49:15,955,487,detail_description
2022-01-11 08:50:08,955,487,view_employer_profile
2022-01-11 09:11:26,1033,29,summary
2022-01-11 09:12:28,1033,29,detail_description
2022-01-11 09:14:20,1033,29,view_similar_positions
2022-01-11 09:43:25,336,460,summary
2022-01-11 09:44:02,336,460,detail_description
2022-01-11 09:45:45,336,460,view_employer_profile
2022-01-11 10:11:40,1356,336,summary
2022-01-11 10:12:47,1356,336,detail_description
2022-01-11 10:25:35,119,233,summary
2022-01-11 10:26:56,119,233,detail_description
2022-01-11 10:33:37,1000,153,summary
2022-01-11 10:35:09,1000,153,detail_description
2022-01-11 10:43:31,1368,504,summary
2022-01-11 10:45:42,921,230,summary
2022-01-11 10:45:55,921,230,detail_description
2022-01-11 10:46:01,1368,504,detail_description
2022-01-11 10:46:02,372,408,summary
2022-01-11 10:48:01,372,408,detail_description
2022-01-11 10:48:18,921,230,view_employer_profile
2022-01-11 10:48:29,372,408,view_similar_positions
2022-01-11 10:52:01,1115,84,summary
2022-01-11 10:54:45,1115,84,detail_description
2022-01-11 10:55:29,1,153,summary
2022-01-11 10:56:41,1,153,detail_description
2022-01-11 10:57:09,1115,84,view_employer_profile
2022-01-11 10:59:00,1115,84,view_similar_positions
2022-01-11 11:13:08,1385,133,summary
2022-01-11 11:14:52,1385,133,detail_description
2022-01-11 11:16:00,1385,133,view_employer_profile
2022-01-11 11:41:14,482,43,summary
2022-01-11 11:43:11,482,43,detail_description
2022-01-11 11:45:36,482,43,view_employer_profile
2022-01-11 11:48:38,1773,218,summary
2022-01-11 11:51:07,922,366,summary
2022-01-11 11:51:21,1773,218,detail_description
2022-01-11 11:51:29,1773,218,view_similar_positions
2022-01-11 11:53:11,922,366,detail_description
2022-01-11 12:05:34,1182,560,summary
2022-01-11 12:06:58,1182,560,detail_description
2022-01-11 12:08:50,1182,560,view_employer_profile
2022-01-11 12:12:33,870,103,summary
2022-01-11 12:13:35,870,103,detail_description
2022-01-11 12:44:16,832,554,summary
2022-01-11 12:45:49,832,554,detail_description
2022-01-11 12:46:26,832,554,view_similar_positions
2022-01-11 13:03:48,528,303,summary
2022-01-11 13:06:26,528,303,detail_description
2022-01-11 13:10:09,741,347,summary
2022-01-11 13:10:30,741,347,detail_description
2022-01-11 13:37:33,1600,507,summary
2022-01-11 13:40:16,1600,507,detail_description
2022-01-11 13:41:24,728,22,summary
2022-01-11 13:42:23,728,22,detail_description
2022-01-11 13:43:02,1600,507,view_employer_profile
2022-01-11 13:43:49,728,22,view_employer_profile
2022-01-11 13:44:15,1600,507,view_similar_positions
2022-01-11 13:50:48,456,183,summary
2022-01-11 13:53:17,456,183,detail_description
2022-01-11 14:12:35,1403,256,summary
2022-01-11 14:13:05,1403,256,detail_description
2022-01-11 14:13:32,1403,256,view_similar_positions
2022-01-11 14:45:46,944,286,summary
2022-01-11 14:46:14,944,286,detail_description
2022-01-11 14:48:56,944,286,view_similar_positions
2022-01-11 15:10:55,191,472,summary
2022-01-11 15:11:40,1038,200,summary
2022-01-11 15:12:53,191,472,detail_description
2022-01-11 15:13:40,191,472,view_employer_profile
2022-01-11 15:14:06,1038,200,detail_description
2022-01-11 15:15:37,191,472,view_similar_positions
2022-01-11 15:15:52,1038,200,view_employer_profile
2022-01-11 15:15:58,1038,200,view_similar_positions
2022-01-11 15:19:19,1072,323,summary
2022-01-11 15:20:56,1072,323,detail_description
2022-01-11 15:34:34,1640,108,summary
2022-01-11 15:35:33,1640,108,detail_description
2022-01-11 15:37:17,1232,130,summary
2022-01-11 15:39:45,1232,130,detail_description
2022-01-11 15:43:09,1311,23,summary
2022-01-11 15:46:09,1311,23,detail_description
2022-01-11 15:47:13,1110,492,summary
2022-01-11 15:48:58,1311,23,view_employer_profile
2022-01-11 15:49:50,1110,492,detail_description
2022-01-11 15:50:15,1110,492,view_similar_positions
2022-01-11 15:54:03,317,159,summary
2022-01-11 15:55:46,317,159,detail_description
2022-01-11 15:58:32,317,159,view_employer_profile
2022-01-11 16:08:02,93,170,summary
2022-01-11 16:10:49,93,170,detail_description
2022-01-11 16:41:20,89,106,summary
2022-01-11 16:42:59,89,106,detail_description
2022-01-11 16:44:08,89,106,view_similar_positions
2022-01-11 16:50:55,195,154,summary
2022-01-11 16:51:22,968,143,summary
2022-01-11 16:52:20,195,154,detail_description
2022-01-11 16:53:07,968,143,view_similar_positions
2022-01-11 16:53:33,1355,590,summary
2022-01-11 16:54:50,1355,590,detail_description
2022-01-11 17:01:00,1237,32,summary
2022-01-11 17:01:50,1237,32,detail_description
2022-01-11 17:04:59,728,519,summary
2022-01-11 17:06:08,728,519,detail_description
2022-01-11 17:08:22,728,519,view_similar_positions
2022-01-11 17:28:24,988,245,summary
2022-01-11 17:30:14,988,245,detail_description
2022-01-11 17:45:37,1126,173,summary
2022-01-11 17:45:43,1309,295,summary
2022-01-11 17:47:17,1309,295,detail_description
2022-01-11 17:47:57,1126,173,detail_description
2022-01-11 18:01:29,1219,170,summary
2022-01-11 18:05:44,595,216,summary
2022-01-11 18:07:09,1298,322,summary
2022-01-11 18:07:27,595,216,detail_description
2022-01-11 18:08:45,1298,322,detail_description
2022-01-11 18:10:25,595,216,view_employer_profile
2022-01-11 18:19:01,450,525,summary
2022-01-11 18:21:41,450,525,detail_description
2022-01-11 18:22:47,450,525,view_employer_profile
2022-01-11 18:47:56,813,402,summary
2022-01-11 18:48:50,813,402,detail_description
2022-01-11 18:59:24,817,579,summary
2022-01-11 19:00:13,817,579,detail_description
2022-01-11 19:02:36,817,579,view_similar_positions
2022-01-11 19:31:41,1299,119,summary
2022-01-11 19:31:50,1299,119,detail_description
2022-01-11 19:32:42,1299,119,view_employer_profile
2022-01-11 19:43:31,1754,511,summary
2022-01-11 19:43:40,1754,511,detail_description
2022-01-11 19:43:54,58,92,summary
2022-01-11 19:45:37,58,92,detail_description
2022-01-11 19:46:38,1754,511,view_similar_positions
2022-01-11 20:03:24,471,447,summary
2022-01-11 20:03:34,471,447,detail_description
2022-01-11 20:04:06,471,447,view_similar_positions
2022-01-11 20:06:30,378,181,summary
2022-01-11 20:07:57,378,181,detail_description
2022-01-11 20:09:13,378,181,view_employer_profile
2022-01-11 20:11:47,378,181,view_similar_positions
2022-01-11 20:18:00,1331,508,summary
2022-01-11 20:20:05,1331,508,view_similar_positions
2022-01-11 20:26:01,262,484,summary
2022-01-11 20:27:47,262,484,detail_description
2022-01-11 20:30:14,262,484,view_similar_positions
2022-01-11 20:31:23,111,15,summary
2022-01-11 20:32:23,111,15,detail_description
2022-01-11 20:35:21,111,15,view_employer_profile
2022-01-11 20:47:05,19,371,summary
2022-01-11 20:50:00,19,371,detail_description
2022-01-11 20:56:17,830,575,summary
2022-01-11 20:56:56,830,575,detail_description
2022-01-11 20:57:10,1157,208,summary
2022-01-11 20:58:25,1157,208,detail_description
2022-01-11 21:00:46,1157,208,view_employer_profile
2022-01-11 21:01:13,1237,544,summary
2022-01-11 21:01:26,1237,544,view_similar_positions
2022-01-11 21:27:14,1168,463,summary
2022-01-11 21:27:44,1168,463,detail_description
2022-01-11 21:28:24,896,580,summary
2022-01-11 21:28:31,1168,463,view_employer_profile
2022-01-11 21:28:53,896,580,detail_description
2022-01-11 21:31:06,1168,463,view_similar_positions
2022-01-11 21:57:14,569,230,summary
2022-01-11 21:59:13,569,230,detail_description
2022-01-11 22:01:17,569,230,view_employer_profile
2022-01-11 23:03:13,788,95,summary
2022-01-11 23:03:22,788,95,detail_description
2022-01-11 23:05:05,788,95,view_employer_profile
2022-01-11 23:06:07,1313,478,summary
2022-01-11 23:06:08,788,95,view_similar_positions
2022-01-11 23:07:34,1313,478,detail_description
2022-01-11 23:27:30,663,526,summary
2022-01-11 23:30:23,663,526,detail_description
2022-01-11 23:31:55,663,526,view_employer_profile
2022-01-11 23:39:26,534,86,summary
2022-01-11 23:40:01,534,86,detail_description
2022-01-11 23:51:21,217,328,summary
2022-01-11 23:53:12,1544,6,summary
2022-01-11 23:53:20,217,328,detail_description
2022-01-11 23:53:55,1544,6,detail_description
2022-01-11 23:54:09,1544,6,view_employer_profile
2022-01-11 23:54:13,247,500,summary
2022-01-11 23:55:33,9,335,summary
2022-01-11 23:55:37,247,500,detail_description
2022-01-11 23:55:40,9,335,detail_description
2022-01-11 23:58:16,247,500,view_similar_positions
2022-01-12 00:15:46,714,226,summary
2022-01-12 00:16:04,1467,393,summary
2022-01-12 00:16:59,1467,393,detail_description
2022-01-12 00:17:50,714,226,detail_description
2022-01-12 00:19:48,873,182,summary
2022-01-12 00:22:27,873,182,detail_description
2022-01-12 00:22:47,1313,578,summary
2022-01-12 00:25:13,758,482,summary
2022-01-12 00:25:23,1313,578,detail_description
2022-01-12 00:27:29,758,482,detail_description
2022-01-12 00:28:07,1313,578,view_similar_positions
2022-01-12 00:28:38,758,482,view_similar_positions
2022-01-12 00:29:25,516,298,summary
2022-01-12 00:32:12,516,298,detail_description
2022-01-12 00:34:41,516,298,view_similar_positions
2022-01-12 00:40:12,922,253,summary
2022-01-12 00:40:53,922,253,detail_description
2022-01-12 00:41:09,922,253,view_employer_profile
2022-01-12 00:43:15,922,253,view_similar_positions
2022-01-12 00:44:17,1547,102,summary
2022-01-12 00:46:54,1547,102,detail_description
2022-01-12 00:47:08,1547,102,view_similar_positions
2022-01-12 00:48:57,1325,180,summary
2022-01-12 00:49:48,1325,180,detail_description
2022-01-12 00:53:38,1298,529,summary
2022-01-12 00:54:23,1298,529,detail_description
2022-01-12 01:27:34,1555,350,summary
2022-01-12 01:29:15,1555,350,detail_description
2022-01-12 01:30:51,1555,350,view_similar_positions
2022-01-12 01:30:52,1080,263,summary
2022-01-12 01:31:03,1080,263,detail_description
2022-01-12 01:39:27,1449,382,summary
2022-01-12 01:41:02,1449,382,detail_description
2022-01-12 01:41:43,1631,145,summary
2022-01-12 01:43:10,1449,382,view_similar_positions
2022-01-12 01:44:08,1631,145,detail_description
2022-01-12 01:49:49,1529,489,summary
2022-01-12 01:51:43,1529,489,detail_description
2022-01-12 01:53:48,1529,489,view_similar_positions
2022-01-12 01:59:57,733,361,summary
2022-01-12 02:01:22,733,361,detail_description
2022-01-12 02:02:14,733,361,view_similar_positions
2022-01-12 02:58:36,1646,484,summary
2022-01-12 03:01:07,1646,484,detail_description
2022-01-12 03:03:47,1646,484,view_similar_positions
2022-01-12 03:06:23,589,248,summary
2022-01-12 03:06:41,589,248,detail_description
2022-01-12 03:09:39,589,248,view_employer_profile
2022-01-12 03:11:03,589,248,view_similar_positions
2022-01-12 03:22:46,1315,441,summary
2022-01-12 03:23:14,355,430,summary
2022-01-12 03:23:27,1315,441,detail_description
2022-01-12 03:24:02,355,430,detail_description
2022-01-12 04:36:25,1699,176,summary
2022-01-12 04:39:08,1699,176,detail_description
2022-01-12 04:51:21,38,355,summary
2022-01-12 04:52:54,38,355,detail_description
2022-01-12 04:54:54,38,355,view_employer_profile
2022-01-12 04:59:41,684,363,summary
2022-01-12 05:00:21,684,363,detail_description
2022-01-12 05:06:03,444,523,summary
2022-01-12 05:07:03,444,523,detail_description
2022-01-12 05:13:30,489,403,summary
2022-01-12 05:14:57,489,403,detail_description
2022-01-12 05:16:21,489,403,view_employer_profile
2022-01-12 05:19:16,489,403,view_similar_positions
2022-01-12 05:25:07,1184,541,summary
2022-01-12 05:26:53,1184,541,detail_description
2022-01-12 05:36:00,430,501,summary
2022-01-12 05:36:44,430,501,detail_description
2022-01-12 05:38:55,430,501,view_employer_profile
2022-01-12 05:45:45,1665,394,summary
2022-01-12 05:47:33,1665,394,detail_description
2022-01-12 05:50:11,1665,394,view_employer_profile
2022-01-12 05:50:17,1665,394,view_similar_positions
2022-01-12 05:51:27,613,133,summary
2022-01-12 05:53:00,613,133,detail_description
2022-01-12 05:55:44,613,133,view_similar_positions
2022-01-12 06:11:58,33,243,summary
2022-01-12 06:13:44,33,243,detail_description
2022-01-12 06:14:13,33,243,view_similar_positions
2022-01-12 06:31:27,1192,381,summary
2022-01-12 06:33:45,183,227,summary
2022-01-12 06:34:04,1192,381,detail_description
2022-01-12 06:35:36,183,227,detail_description
2022-01-12 06:37:31,183,227,view_similar_positions
2022-01-12 06:41:33,1521,491,summary
2022-01-12 06:44:10,1521,491,detail_description
2022-01-12 06:45:01,1521,491,view_employer_profile
2022-01-12 06:49:59,1376,305,summary
2022-01-12 06:50:56,1376,305,detail_description
2022-01-12 06:52:28,440,550,summary
2022-01-12 06:53:41,440,550,detail_description
2022-01-12 06:56:08,440,550,view_similar_positions
2022-01-12 06:58:54,336,489,summary
2022-01-12 07:00:54,336,489,detail_description
2022-01-12 07:03:19,336,489,view_similar_positions
2022-01-12 07:32:28,1684,388,summary
2022-01-12 07:34:58,1684,388,detail_description
2022-01-12 07:35:56,630,560,summary
2022-01-12 07:36:49,1684,388,view_similar_positions
2022-01-12 07:37:16,630,560,detail_description
2022-01-12 07:38:03,630,560,view_employer_profile
2022-01-12 07:39:36,630,560,view_similar_positions
2022-01-12 08:01:39,104,340,summary
2022-01-12 08:04:23,104,340,detail_description
2022-01-12 08:04:55,104,340,view_similar_positions
2022-01-12 08:25:44,1272,401,summary
2022-01-12 08:26:55,1272,401,detail_description
2022-01-12 08:29:09,1272,401,view_similar_positions
